USPS	GEOID	ANSICODE	NAME	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                               
SD	46019	01265793	Butte County	5827498555	42750488	2250.01	16.506	44.896226	-103.501436                                                                                                                 
SD	46021	01266974	Campbell County	1900214169	96243697	733.677	37.16	45.785575	-100.002107                                                                                                               
SD	46023	01266976	Charles Mix County	2842481168	136616766	1097.488	52.748	43.206185	-98.595143                                                                                                          
SD	46025	01266985	Clark County	2479944305	25864874	957.512	9.986	44.855211	-97.724912                                                                                                                   
SD	46027	01265764	Clay County	1067154437	13955918	412.031	5.388	42.91615	-96.980468                                                                                                                     
SD	46029	01265791	Codington County	1780837052	76608858	687.585	29.579	44.966285	-97.198837                                                                                                              
SD	46031	01265811	Corson County	6396478609	155287098	2469.694	59.957	45.685671	-101.179665                                                                                                              
SD	46033	01265788	Custer County	4032463966	5490769	1556.943	2.12	43.684943	-103.46225                                                                                                                   
SD	46035	01266980	Davison County	1128284975	3404556	435.633	1.315	43.680439	-98.155868                                                                                                                  
SD	46037	01265790	Day County	2663773676	162143251	1028.489	62.604	45.355161	-97.58143                                                                                                                   
SD	46039	01265781	Deuel County	1612885711	35935421	622.739	13.875	44.75629	-96.690239                                                                                                                   
SD	46041	01266994	Dewey County	5963127468	370089902	2302.376	142.893	45.148049	-100.837953                                                                                                              
SD	46043	01266978	Douglas County	1118358780	4832944	431.801	1.866	43.391506	-98.358433                                                                                                                  
SD	46045	01266972	Edmunds County	2916275923	64969684	1125.98	25.085	45.41168	-99.205362                                                                                                                 
SD	46047	01265787	Fall River County	4506292103	24021148	1739.889	9.275	43.221619	-103.512609                                                                                                            
SD	46049	01265760	Faulk County	2542625555	62622903	981.713	24.179	45.065476	-99.153564                                                                                                                  
SD	46051	01265782	Grant County	1764937243	15765681	681.446	6.087	45.172637	-96.772261                                                                                                                   
SD	46053	01265765	Gregory County	2628707453	99900775	1014.95	38.572	43.175142	-99.206591                                                                                                                
SD	46055	01266988	Haakon County	4689279882	42452623	1810.541	16.391	44.288097	-101.540856                                                                                                               
SD	46057	01265766	Hamlin County	1313172143	80426441	507.019	31.053	44.680619	-97.178598                                                                                                                 
SD	46059	01265783	Hand County	3720862490	9284294	1436.633	3.585	44.546713	-99.004575                                                                                                                    
SD	46061	01266979	Hanson County	1125562873	2003166	434.582	0.773	43.680612	-97.796845                                                                                                                   
SD	46063	01265792	Harding County	6919333290	16954253	2671.57	6.546	45.596611	-103.473871                                                                                                                
SD	46065	01265774	Hughes County	1920546194	153323261	741.527	59.198	44.384452	-99.975684                                                                                                                
SD	46067	01265771	Hutchinson County	2105694667	3644220	813.013	1.407	43.33671	-97.749383                                                                                                                
SD	46069	01266984	Hyde County	2229019814	14541548	860.629	5.615	44.537174	-99.472736                                                                                                                    
SD	46071	01265794	Jackson County	4827433521	19106096	1863.883	7.377	43.677506	-101.626323                                                                                                               
SD	46073	01265778	Jerauld County	1362677265	16727973	526.133	6.459	44.06341	-98.62317                                                                                                                   
SD	46075	01266981	Jones County	2511438719	3147179	969.672	1.215	43.951991	-100.686138                                                                                                                   
SD	46077	01265780	Kingsbury County	2155483577	81655106	832.237	31.527	44.362969	-97.499313                                                                                                              
SD	46079	01265776	Lake County	1457879899	31783045	562.891	12.272	44.02845	-97.123223                                                                                                                    
SD	46081	01266996	Lawrence County	2072127354	667509	800.053	0.258	44.348514	-103.806362                                                                                                                 
SD	46083	01265769	Lincoln County	1495182125	1179561	577.293	0.455	43.27942	-96.722286                                                                                                                   
SD	46085	01265789	Lyman County	4253498542	167300393	1642.285	64.595	43.894812	-99.841925                                                                                                                
SD	46087	01265773	McCook County	1487184881	6895715	574.205	2.662	43.680416	-97.358048                                                                                                                   
SD	46089	01265762	McPherson County	2943956443	38506560	1136.668	14.867	45.784249	-99.211421                                                                                                             
SD	46091	01265759	Marshall County	2170620943	124689684	838.081	48.143	45.737044	-97.58087                                                                                                               
SD	46093	01266991	Meade County	8989677124	30742173	3470.934	11.87	44.605282	-102.714169                                                                                                                 
SD	46095	01267177	Mellette County	3385957220	9219640	1307.325	3.56	43.58469	-100.760955                                                                                                                 
SD	46097	01265777	Miner County	1476734132	4537900	570.17	1.752	44.021541	-97.608122                                                                                                                     
SD	46099	01265772	Minnehaha County	2089701444	18188795	806.838	7.023	43.667472	-96.795726                                                                                                               
SD	46101	01265775	Moody County	1345185721	3690537	519.379	1.425	44.012429	-96.676054                                                                                                                    
SD	46102	01266992	Oglala Lakota County	5422402208	7126155	2093.601	2.751	43.333393	-102.561486                                                                                                          
SD	46103	01266995	Pennington County	7191788472	19926710	2776.765	7.694	44.002349	-102.823801                                                                                                            
SD	46105	01266990	Perkins County	7434457143	50539948	2870.46	19.514	45.483387	-102.467995                                                                                                               
SD	46107	01265761	Potter County	2230336533	97172021	861.138	37.518	45.052713	-99.962003                                                                                                                 
SD	46109	01265786	Roberts County	2851720399	89929974	1101.055	34.722	45.623397	-96.947551                                                                                                               
SD	46111	01266977	Sanborn County	1474329184	3132216	569.242	1.209	44.018942	-98.091709                                                                                                                  
SD	46115	01266987	Spink County	3894043705	16165380	1503.499	6.241	44.923772	-98.339615                                                                                                                  
SD	46117	01266998	Stanley County	3741060758	188383651	1444.432	72.735	44.413984	-100.747822                                                                                                             
SD	46119	01266982	Sully County	2607411018	164375674	1006.727	63.466	44.722325	-100.131399                                                                                                               
SD	46121	01266989	Todd County	3596445725	5854544	1388.596	2.26	43.208794	-100.707664                                                                                                                    
SD	46123	01265784	Tripp County	4176247413	13272783	1612.458	5.125	43.349729	-99.876219                                                                                                                  
SD	46125	01265770	Turner County	1598188442	1636386	617.064	0.632	43.30867	-97.150185                                                                                                                    
SD	46127	01265763	Union County	1193354523	16502827	460.757	6.372	42.831106	-96.650829                                                                                                                   
SD	46129	01266973	Walworth County	1832300801	96288709	707.455	37.177	45.427605	-100.027856                                                                                                              
SD	46135	01266975	Yankton County	1349873577	28676615	521.189	11.072	43.006603	-97.388361                                                                                                                
SD	46137	01266993	Ziebach County	5079608331	24212305	1961.248	9.348	44.989764	-101.660827                                                                                                               
TN	47001	01639722	Anderson County	873352611	19665031	337.203	7.593	36.116731	-84.195418                                                                                                                 
TN	47003	01639723	Bedford County	1226719748	2980759	473.639	1.151	35.51366	-86.458294                                                                                                                   
TN	47005	01639724	Benton County	1021248371	108583505	394.306	41.924	36.070948	-88.071232                                                                                                                
TN	47007	01639725	Bledsoe County	1052973468	858669	406.555	0.332	35.593561	-85.20591                                                                                                                    
TN	47009	01639726	Blount County	1447336316	20159163	558.82	7.783	35.688185	-83.922973                                                                                                                   
TN	47011	01639727	Bradley County	851489194	6959141	328.762	2.687	35.153914	-84.859414                                                                                                                   
TN	47013	01639728	Campbell County	1243685304	46425147	480.19	17.925	36.401592	-84.159249                                                                                                                
TN	47015	01648572	Cannon County	687992379	156144	265.635	0.06	35.808394	-86.062404                                                                                                                      
TN	47017	01639729	Carroll County	1547925981	6308712	597.658	2.436	35.965748	-88.452379                                                                                                                  
TN	47019	01639730	Carter County	883854986	16670131	341.258	6.436	36.284744	-82.126593                                                                                                                   
TN	47021	01639731	Cheatham County	783480108	11821692	302.503	4.564	36.255169	-87.100808                                                                                                                 
TN	47023	01639732	Chester County	740053474	575590	285.736	0.222	35.420253	-88.611353                                                                                                                    
TN	47025	01639733	Claiborne County	1125619421	18052387	434.604	6.97	36.501572	-83.660698                                                                                                                
TN	47027	01648573	Clay County	612626871	59070611	236.537	22.807	36.545749	-85.545717                                                                                                                    
TN	47029	01639734	Cocke County	1129584563	17932684	436.135	6.924	35.916198	-83.119224                                                                                                                   
TN	47031	01639735	Coffee County	1111010401	14479480	428.964	5.591	35.488765	-86.078202                                                                                                                  
TN	47033	01648574	Crockett County	687714870	545783	265.528	0.211	35.818795	-89.132494                                                                                                                   
TN	47035	01639736	Cumberland County	1764575266	9098322	681.306	3.513	35.952398	-84.994761                                                                                                               
TN	47037	01639737	Davidson County	1304564434	56621444	503.695	21.862	36.169129	-86.78479                                                                                                                
TN	47039	01639739	Decatur County	864741776	28501002	333.879	11.004	35.603136	-88.110292                                                                                                                 
TN	47041	01639738	DeKalb County	788430955	63639368	304.415	24.571	35.982219	-85.833596                                                                                                                  
TN	47043	01639740	Dickson County	1268830619	3682665	489.898	1.422	36.145533	-87.364155                                                                                                                  
TN	47045	01639741	Dyer County	1326982067	35839863	512.351	13.838	36.054196	-89.398306                                                                                                                   
TN	47047	01639742	Fayette County	1825359641	3774635	704.775	1.457	35.196993	-89.413803                                                                                                                  
TN	47049	01639743	Fentress County	1291385622	841022	498.607	0.325	36.369892	-84.937764                                                                                                                  
TN	47051	01639744	Franklin County	1436141691	55046635	554.497	21.254	35.155926	-86.099203                                                                                                               
TN	47053	01639745	Gibson County	1561102696	2345193	602.745	0.905	35.991632	-88.933812                                                                                                                   
TN	47055	01639746	Giles County	1582304899	642572	610.931	0.248	35.202723	-87.035319                                                                                                                     
TN	47057	01648575	Grainger County	726715759	56600343	280.587	21.854	36.277509	-83.509546                                                                                                                
TN	47059	01639747	Greene County	1611409727	5099752	622.169	1.969	36.179487	-82.847523                                                                                                                   
TN	47061	01639748	Grundy County	933545794	1755421	360.444	0.678	35.393386	-85.710379                                                                                                                    
TN	47063	01648576	Hamblen County	417475125	37853343	161.188	14.615	36.218397	-83.266071                                                                                                                 
TN	47065	01639749	Hamilton County	1404197532	86784458	542.164	33.508	35.163472	-85.201843                                                                                                               
TN	47067	01648577	Hancock County	575816010	2988718	222.324	1.154	36.521353	-83.227493                                                                                                                   
TN	47069	01639750	Hardeman County	1729509842	6768751	667.768	2.613	35.218785	-88.988697                                                                                                                 
TN	47071	01639751	Hardin County	1495676918	48713523	577.484	18.808	35.201893	-88.185696                                                                                                                 
TN	47073	01639752	Hawkins County	1261468092	32541837	487.056	12.564	36.452089	-82.931485                                                                                                                
TN	47075	01639753	Haywood County	1380741528	2472509	533.107	0.955	35.586678	-89.282691                                                                                                                  
TN	47077	01639754	Henderson County	1346816755	15219341	520.009	5.876	35.653994	-88.387674                                                                                                               
TN	47079	01639755	Henry County	1455320362	81582236	561.902	31.499	36.325295	-88.300288                                                                                                                  
TN	47081	01639756	Hickman County	1586324712	373710	612.483	0.144	35.802327	-87.467116                                                                                                                   
TN	47083	01648578	Houston County	518758193	17303404	200.294	6.681	36.285782	-87.705598                                                                                                                  
TN	47085	01639757	Humphreys County	1374668727	67184110	530.763	25.94	36.040822	-87.790453                                                                                                               
TN	47087	01639758	Jackson County	799813547	27751888	308.81	10.715	36.35425	-85.674128                                                                                                                   
TN	47089	01639759	Jefferson County	712437477	101637984	275.074	39.243	36.048338	-83.441143                                                                                                              
TN	47091	01639760	Johnson County	772956196	11007739	298.44	4.25	36.453203	-81.861247                                                                                                                    
TN	47093	01639761	Knox County	1316574580	45556080	508.332	17.589	35.992726	-83.937721                                                                                                                   
TN	47095	01639762	Lake County	429381241	72799687	165.785	28.108	36.333905	-89.485536                                                                                                                    
TN	47097	01639763	Lauderdale County	1222203226	80251266	471.895	30.985	35.762951	-89.627732                                                                                                             
TN	47099	01639764	Lawrence County	1598359119	2218403	617.13	0.857	35.220476	-87.396546                                                                                                                  
TN	47101	01639765	Lewis County	730614739	1024940	282.092	0.396	35.523244	-87.496983                                                                                                                     
TN	47103	01639766	Lincoln County	1477179214	971039	570.342	0.375	35.142784	-86.593403                                                                                                                   
TN	47105	01639767	Loudon County	593811372	46869994	229.272	18.097	35.735085	-84.314085                                                                                                                  
TN	47107	01639773	McMinn County	1113997311	5340568	430.117	2.062	35.424472	-84.619949                                                                                                                   
TN	47109	01639774	McNairy County	1457753351	1994997	562.842	0.77	35.175375	-88.56374                                                                                                                    
TN	47111	01639768	Macon County	795498344	246690	307.144	0.095	36.537757	-86.00096                                                                                                                       
TN	47113	01639769	Madison County	1443073934	3757608	557.174	1.451	35.606056	-88.833424                                                                                                                  
TN	47115	01639770	Marion County	1290472798	36484703	498.254	14.087	35.133422	-85.618399                                                                                                                 
TN	47117	01639771	Marshall County	972442319	1801922	375.462	0.696	35.468343	-86.765865                                                                                                                  
TN	47119	01639772	Maury County	1588022048	6318294	613.139	2.44	35.615696	-87.077763                                                                                                                     
TN	47121	01639775	Meigs County	505397668	55738399	195.135	21.521	35.512203	-84.816102                                                                                                                   
TN	47123	01639776	Monroe County	1646647004	43545177	635.774	16.813	35.447818	-84.249705                                                                                                                 
TN	47125	01639777	Montgomery County	1396441789	12068782	539.169	4.66	36.500354	-87.380887                                                                                                               
TN	47127	01648579	Moore County	334684850	3093435	129.223	1.194	35.288888	-86.358684                                                                                                                     
TN	47129	01639778	Morgan County	1352439680	823018	522.18	0.318	36.138697	-84.639262                                                                                                                     
TN	47131	01639779	Obion County	1411149164	27448111	544.848	10.598	36.361892	-89.148078                                                                                                                  
TN	47133	01639780	Overton County	1122721524	3492728	433.485	1.349	36.34485	-85.283076                                                                                                                   
TN	47135	01639781	Perry County	1074235994	20984700	414.765	8.102	35.663752	-87.869326                                                                                                                   
TN	47137	01648580	Pickett County	422113138	29822845	162.979	11.515	36.559364	-85.075741                                                                                                                 
TN	47139	01639782	Polk County	1125622665	19906879	434.605	7.686	35.109437	-84.541112                                                                                                                    
TN	47141	01639783	Putnam County	1038860592	3777708	401.106	1.459	36.14094	-85.49618                                                                                                                     
TN	47143	01639784	Rhea County	817071272	54409427	315.473	21.008	35.60059	-84.949548                                                                                                                     
TN	47145	01639785	Roane County	934385981	88599487	360.768	34.208	35.84725	-84.523929                                                                                                                    
TN	47147	01639786	Robertson County	1233703847	457701	476.336	0.177	36.527509	-86.869354                                                                                                                 
TN	47149	01639787	Rutherford County	1603892832	12406556	619.267	4.79	35.843369	-86.417213                                                                                                               
TN	47151	01639788	Scott County	1378652173	2418741	532.301	0.934	36.435234	-84.50352                                                                                                                     
TN	47153	01652643	Sequatchie County	688550848	498315	265.851	0.192	35.372336	-85.410082                                                                                                                 
TN	47155	01639789	Sevier County	1534539907	13487879	592.489	5.208	35.787822	-83.5249                                                                                                                    
TN	47157	01639790	Shelby County	1969826791	51308328	760.554	19.81	35.184553	-89.894612                                                                                                                  
TN	47159	01639791	Smith County	814020543	28690306	314.295	11.077	36.256645	-85.941915                                                                                                                   
TN	47161	01639792	Stewart County	1190814528	86082696	459.776	33.237	36.458464	-87.811889                                                                                                                
TN	47163	01639793	Sullivan County	1070909515	42024697	413.48	16.226	36.509681	-82.301336                                                                                                                
TN	47165	01639794	Sumner County	1371293555	35631266	529.459	13.757	36.472423	-86.458405                                                                                                                 
TN	47167	01639795	Tipton County	1180026940	32703276	455.611	12.627	35.498763	-89.747145                                                                                                                 
TN	47169	01648581	Trousdale County	296143586	5960709	114.342	2.301	36.39303	-86.156691                                                                                                                  
TN	47171	01648582	Unicoi County	481902934	825726	186.064	0.319	36.100129	-82.418218                                                                                                                     
TN	47173	01648583	Union County	579077905	61005196	223.583	23.554	36.28414	-83.836088                                                                                                                    
TN	47175	01648584	Van Buren County	708142395	2893456	273.415	1.117	35.699234	-85.458409                                                                                                                 
TN	47177	01639796	Warren County	1120619165	3524883	432.673	1.361	35.67825	-85.777343                                                                                                                    
TN	47179	01639797	Washington County	845756036	8485270	326.548	3.276	36.295665	-82.495037                                                                                                                
TN	47181	01639798	Wayne County	1901333937	4023436	734.109	1.553	35.242847	-87.819843                                                                                                                    
TN	47183	01639799	Weakley County	1503107797	3707114	580.353	1.431	36.303596	-88.721194                                                                                                                  
TN	47185	01639800	White County	975592109	7113368	376.678	2.746	35.927049	-85.455785                                                                                                                     
TN	47187	01639801	Williamson County	1509607196	3017704	582.863	1.165	35.894807	-86.898068                                                                                                               
TN	47189	01639802	Wilson County	1478548410	32071810	570.871	12.383	36.149527	-86.291242                                                                                                                 
TX	48001	01383786	Anderson County	2752164826	39845046	1062.617	15.384	31.841261	-95.661727                                                                                                              
TX	48003	01383787	Andrews County	3886850259	957039	1500.721	0.37	32.312258	-102.640206                                                                                                                  
TX	48005	01383788	Angelina County	2066460812	173300091	797.865	66.912	31.251896	-94.611134                                                                                                              
TX	48007	01383789	Aransas County	652856780	714538201	252.069	275.885	28.122621	-96.967501                                                                                                               
TX	48009	01383790	Archer County	2339508155	57767717	903.289	22.304	33.616305	-98.687267                                                                                                                 
TX	48011	01383791	Armstrong County	2354617585	12183672	909.123	4.704	34.964179	-101.356636                                                                                                              
TX	48013	01383792	Atascosa County	3158596616	4995711	1219.541	1.929	28.891478	-98.535381                                                                                                                
TX	48015	01383793	Austin County	1674415877	25596214	646.496	9.883	29.891901	-96.27017                                                                                                                   
TX	48017	01383794	Bailey County	2141847187	1775275	826.972	0.685	34.067521	-102.830345                                                                                                                  
TX	48019	01383795	Bandera County	2048663887	17291422	790.994	6.676	29.756389	-99.248285                                                                                                                 
TX	48021	01383796	Bastrop County	2300500048	19009784	888.228	7.34	30.100772	-97.310639                                                                                                                  
TX	48023	01383797	Baylor County	2246764590	86991035	867.481	33.587	33.618802	-99.208189                                                                                                                 
TX	48025	01383798	Bee County	2279809487	246409	880.239	0.095	28.416077	-97.742586                                                                                                                       
TX	48027	01383799	Bell County	2729408790	94385005	1053.831	36.442	31.04275	-97.481268                                                                                                                   
TX	48029	01383800	Bexar County	3212426745	40788666	1240.325	15.749	29.448671	-98.520147                                                                                                                 
TX	48031	01383801	Blanco County	1836953735	10813161	709.252	4.175	30.266456	-98.399217                                                                                                                  
TX	48033	01383802	Borden County	2324366072	22297606	897.443	8.609	32.73859	-101.439199                                                                                                                  
TX	48035	01383803	Bosque County	2545908129	50666116	982.981	19.562	31.900819	-97.637641                                                                                                                 
TX	48037	01383804	Bowie County	2291982022	98385599	884.939	37.987	33.446065	-94.422393                                                                                                                  
TX	48039	01383805	Brazoria County	3530999266	635436647	1363.326	245.343	29.167817	-95.434647                                                                                                            
TX	48041	01383806	Brazos County	1518090938	13210254	586.138	5.101	30.656713	-96.302394                                                                                                                  
TX	48043	01383807	Brewster County	16015871248	22062518	6183.763	8.518	29.808997	-103.252458                                                                                                             
TX	48045	01383808	Briscoe County	2330991073	4068657	900.001	1.571	34.525172	-101.205893                                                                                                                 
TX	48047	01383809	Brooks County	2443277014	741627	943.355	0.286	27.034994	-98.215276                                                                                                                    
TX	48049	01383810	Brown County	2446120247	32375524	944.452	12.5	31.764137	-98.998456                                                                                                                    
TX	48051	01383811	Burleson County	1707015709	46043236	659.082	17.777	30.493487	-96.622091                                                                                                               
TX	48053	01383812	Burnet County	2576525880	69856136	994.802	26.972	30.78963	-98.201187                                                                                                                  
TX	48055	01383813	Caldwell County	1410354029	4946188	544.541	1.91	29.832399	-97.628141                                                                                                                  
TX	48057	01383814	Calhoun County	1312960774	1361631001	506.937	525.729	28.441719	-96.579574                                                                                                             
TX	48059	01383815	Callahan County	2329363242	4898783	899.372	1.891	32.29315	-99.372249                                                                                                                  
TX	48061	01383816	Cameron County	2309530382	996407283	891.715	384.715	26.102923	-97.478958                                                                                                              
TX	48063	01383817	Camp County	507242364	19129375	195.847	7.386	32.974581	-94.979085                                                                                                                     
TX	48065	01383818	Carson County	2383397227	10026604	920.235	3.871	35.405496	-101.355356                                                                                                                 
TX	48067	01383819	Cass County	2426683491	60494144	936.948	23.357	33.083698	-94.357579                                                                                                                   
TX	48069	01383820	Castro County	2316600393	12557414	894.444	4.848	34.533621	-102.258786                                                                                                                 
TX	48071	01383821	Chambers County	1546471847	709789835	597.096	274.051	29.696374	-94.669445                                                                                                             
TX	48073	01383822	Cherokee County	2727141726	23873001	1052.955	9.217	31.843881	-95.156343                                                                                                               
TX	48075	01383823	Childress County	1803954626	44560655	696.511	17.205	34.524624	-100.208166                                                                                                             
TX	48077	01383824	Clay County	2819871858	72506860	1088.759	27.995	33.785904	-98.212917                                                                                                                  
TX	48079	01383825	Cochran County	2007453830	229068	775.082	0.088	33.60844	-102.830449                                                                                                                   
TX	48081	01383826	Coke County	2361153198	42331832	911.646	16.344	31.87711	-100.635231                                                                                                                   
TX	48083	01383827	Coleman County	3270933224	47963343	1262.914	18.519	31.914205	-99.346622                                                                                                               
TX	48085	01383828	Collin County	2178845831	115544042	841.257	44.612	33.194494	-96.579428                                                                                                                
TX	48087	01383829	Collingsworth County	2378749928	2279194	918.441	0.88	34.963358	-100.272135                                                                                                            
TX	48089	01383830	Colorado County	2487142710	34691168	960.291	13.394	29.596296	-96.508935                                                                                                               
TX	48091	01383831	Comal County	1449171059	39766953	559.528	15.354	29.812377	-98.258129                                                                                                                  
TX	48093	01383832	Comanche County	2428768926	25719485	937.753	9.93	31.951645	-98.549617                                                                                                                 
TX	48095	01383833	Concho County	2547914005	25740025	983.755	9.938	31.318883	-99.863649                                                                                                                  
TX	48097	01383834	Cooke County	2265789885	61319327	874.826	23.676	33.639196	-97.210343                                                                                                                  
TX	48099	01383835	Coryell County	2725308583	11833644	1052.248	4.569	31.391177	-97.798022                                                                                                                
TX	48101	01383836	Cottle County	2332448732	2723997	900.564	1.052	34.091906	-100.276442                                                                                                                  
TX	48103	01383837	Crane County	2033319687	1695980	785.069	0.655	31.422796	-102.487774                                                                                                                   
TX	48105	01383838	Crockett County	7270935061	53329	2807.324	0.021	30.717532	-101.404211                                                                                                                 
TX	48107	01383839	Crosby County	2331503429	3873557	900.199	1.496	33.609144	-101.29871                                                                                                                   
TX	48109	01383840	Culberson County	9873439554	556134	3812.156	0.215	31.445908	-104.526945                                                                                                               
TX	48111	01383841	Dallam County	3893095084	5180577	1503.132	2.	36.28637	-102.59402                                                                                                                      
TX	48113	01383842	Dallas County	2261201278	91898276	873.055	35.482	32.766987	-96.778424                                                                                                                 
TX	48115	01383843	Dawson County	2331781561	4720730	900.306	1.823	32.742528	-101.948771                                                                                                                  
TX	48117	01383845	Deaf Smith County	3876750570	3926557	1496.822	1.516	34.940766	-102.607564                                                                                                             
TX	48119	01383846	Delta County	665192108	54648180	256.832	21.1	33.385933	-95.67335                                                                                                                      
TX	48121	01383847	Denton County	2275620197	189169956	878.622	73.039	33.205132	-97.12114                                                                                                                 
TX	48123	01383844	DeWitt County	2354237965	3919919	908.976	1.513	29.082346	-97.361654                                                                                                                   
TX	48125	01383848	Dickens County	2335454676	9057848	901.724	3.497	33.615363	-100.787617                                                                                                                 
TX	48127	01383849	Dimmit County	3441795903	14575999	1328.885	5.628	28.423587	-99.765871                                                                                                                 
TX	48129	01383850	Donley County	2401013047	15564907	927.036	6.01	34.955036	-100.815846                                                                                                                  
TX	48131	01383851	Duval County	4645084668	5478267	1793.477	2.115	27.681123	-98.497393                                                                                                                   
TX	48133	01383852	Eastland County	2399644791	14002299	926.508	5.406	32.324645	-98.83656                                                                                                                 
TX	48135	01383853	Ector County	2325442220	10255211	897.858	3.96	31.865301	-102.542507                                                                                                                   
TX	48137	01383854	Edwards County	5485263220	5196312	2117.872	2.006	29.985933	-100.3074                                                                                                                  
TX	48139	01383856	Ellis County	2423575743	41976116	935.748	16.207	32.346878	-96.79694                                                                                                                   
TX	48141	01383855	El Paso County	2624264468	5322143	1013.234	2.055	31.76648	-106.241423                                                                                                                 
